Line,ks_PLAUR,ka_JUND,ka_FOXP2,ka_TFAP2C,ka_FOSL1,ks_TFAP2C,kd_PLAUR,kr_MIR335,kr_MIR16-2,ks_FOXP2,kd_JUND,kd_MIR335,kd_TFAP2C,kd_MIR16-2,kd_FOSL1,kd_FOXP2,ks_MIR335,ks_JUND,ks_FOSL1,ks_MIR16-2
KG1,0.561147,0.40565,0.952173,0.725557,0.684526,0.00564445,0.769662,0.129206,0.27027,1.13094,0.330569,0.786393,0.81269,0.0647011,0.421869,0.269984,0.570825,0.751049,0.442763,0.371658
KG1C,0.571967,0.763638,0.83578,0.759633,0.805151,0.450331,0.578313,0.127677,0.472382,1.16886,0.368119,0.832598,0.524147,0.0855144,0.428173,0.394988,0.565362,0.605459,0.440026,0.323189
KHM1B,0.514288,0.016658,0.536676,0.482157,0.505979,0.00747984,0.753821,0.165697,0.485124,1.02367,0.336897,0.785446,0.515265,0.111467,0.326569,0.130894,0.641162,0.749516,0.489922,0.494052
KIJK,0.61737,0.636726,1.0169,1.23132,0.891949,1e-06,0.557105,0.108991,0.482916,1.01854,0.391452,145.72,0.520105,0.475983,0.422142,0.260387,0.572382,0.534235,0.442523,0.330935
KLE,0.651712,0.639803,1.26868,1.07416,1.02528,0.310738,0.767654,0.162628,0.384428,1.18043,0.261882,0.650551,0.63157,0.0627552,0.416045,0.292175,0.574899,0.649464,0.375641,0.223302
KM12,0.55359,0.490713,0.798463,0.7233,0.673474,0.213836,0.801285,0.124625,0.392699,1.08534,0.38912,0.716525,0.613371,0.0170851,0.423511,0.400919,0.570686,0.587593,0.450113,0.370801
KMBC2,0.523322,0.439675,0.610323,0.610391,0.578746,0.675859,0.725359,0.115192,0.404578,1.22649,0.376815,0.356876,0.607481,0.16472,0.422571,0.353438,0.570212,0.621528,0.47723,0.442548
KMH2,0.470247,0.307741,0.312771,0.134932,0.403998,0.673978,0.242489,0.214691,0.244519,0.730967,0.107611,0.347888,0.763031,0.748264,0.318025,0.394726,0.649252,0.614694,0.529295,0.54817
KMM1,0.476889,0.000174797,0.369724,0.413959,0.434027,0.0114965,0.540302,0.105751,0.399876,1.16409,0.496789,0.808769,0.605882,0.489371,0.425562,0.228597,0.574571,0.741306,0.527674,0.567224
KMRC1,0.564536,0.688274,1e-06,0.733295,0.676351,0.480666,1.98172,0.138023,0.395287,0.826225,0.285371,0.291951,0.637521,0.501267,0.30232,0.472527,0.589373,0.576592,0.39895,0.364714
KMRC2,0.57127,0.602523,0.893753,0.959162,0.716032,0.0245081,0.413479,0.134248,0.362933,1.08962,0.36835,0.583079,0.622382,0.333581,0.446305,0.421955,0.59784,0.552208,0.433367,0.318247
KMRC20,0.422728,0.330237,0.259331,0.194324,0.312678,0.0231259,0.525885,0.0694375,0.551633,1.44755,0.423739,0.817408,0.445698,0.47492,0.424237,0.508386,0.573867,0.457388,0.540715,0.646987
KMRC3,0.530612,0.607019,0.664797,0.665472,0.597104,0.312635,0.661516,0.135712,0.388359,1.25528,0.368964,0.692408,0.61362,0.167327,0.429462,0.415183,0.56067,0.572961,0.470214,0.426073
KMS11,0.516925,0.0324763,0.547744,0.58408,0.542512,0.414208,0.421519,0.115912,0.445464,1.14581,0.357584,0.575972,0.559264,0.589472,0.420324,0.125877,0.571021,0.780734,0.483248,0.449702
KMS12BM,0.476539,1.33933e-05,0.419387,0.367533,0.384471,0.0329021,0.633702,0.147943,0.484912,1.46892,0.498664,0.674149,0.515321,0.375618,0.428916,0.294178,0.567503,0.657201,0.5215,0.564908
KMS21BM,0.538754,0.241092,0.6607,0.660428,0.616139,0.0112295,0.56907,0.104358,0.339774,1.19627,0.418456,0.782255,0.682593,0.42412,0.426878,0.30883,0.566494,0.706517,0.462061,0.39751
KMS26,0.442826,1e-06,0.226382,0.271838,0.329437,0.236427,0.402246,0.112715,0.385178,1.49411,0.464447,0.654501,0.61614,0.654453,0.423502,0.176707,0.57241,0.728054,0.547625,0.613189
KMS27,0.690853,7.88319e-05,1.09665,0.804501,0.626347,0.0110872,0.537295,0.128193,0.376208,0.888627,0.457434,0.776169,0.61225,0.47658,0.410009,0.10256,0.566125,0.837864,0.484491,0.459864
KMS28BM,0.533708,1e-06,0.673599,0.610559,0.531498,0.0115538,0.51487,0.102051,0.492096,1.2074,0.521706,0.808831,0.507713,0.48357,0.415153,0.111841,0.581779,0.774958,0.482914,0.455996
KMS34,0.498309,0.118939,0.489835,0.474515,0.480935,0.0664593,0.435315,0.113887,0.49376,1.09003,0.349455,0.812965,0.506684,0.568023,0.416775,0.175031,0.575236,0.779012,0.504429,0.515023
KNS42,0.483094,0.399466,0.38358,0.419682,0.452967,0.553866,0.550612,0.107626,0.384706,1.2315,0.44263,0.449703,0.631016,0.446803,0.423864,0.446166,0.569255,0.550671,0.516955,0.545239
KNS60,0.596387,0.565268,1.06466,0.913485,0.836638,0.189402,0.849839,0.0848514,0.354782,1.50614,0.283259,0.634652,0.659921,0.295741,0.323974,0.40201,0.642725,0.570017,0.437351,0.379939
KNS62,0.540961,0.596073,0.74031,0.673285,0.639321,0.494291,0.845265,0.173445,0.384656,0.907889,0.406989,0.515642,0.602097,0.159971,0.419384,0.493727,0.573345,0.496604,0.459175,0.399057
KO52,0.587357,0.458334,1.4113,0.944594,0.744521,0.010028,105.688,0.12866,0.238121,1.02402,0.255287,0.702014,0.760704,1e-06,0.420433,0.29873,0.57805,0.631558,0.448085,0.405306
KOPN8,0.593749,0.462133,0.977224,0.992046,0.806481,0.0635477,0.797795,0.115076,0.374069,1.20878,0.348107,0.777348,0.641606,0.00572629,0.422948,0.271862,0.571179,0.703104,0.41627,0.279635
KP2,0.463453,0.604702,0.0388046,0.253177,0.217512,0.139489,2.10368,0.0725485,0.453088,0.514771,0.310158,0.123458,0.677602,0.0150995,0.452661,0.492892,0.605356,0.900343,0.347657,0.216636
KP3,0.570342,0.554905,1.15853e-06,0.693644,0.661775,0.482972,1.59403,0.103244,0.265783,1.05867,0.15755,0.259414,0.835915,0.0901957,0.403683,0.40491,0.53676,0.561169,0.392812,0.325865
KP4,0.559643,0.52087,0.754567,0.848785,0.700157,0.0298542,0.956654,0.128828,0.47732,1.25273,0.371094,0.71027,0.520692,0.0354062,0.434109,0.379289,0.560418,0.592507,0.424014,0.271482
KPL1,0.496031,0.242765,0.435218,0.491511,0.456103,0.451519,1.01705,0.0839653,0.409671,1.10614,0.544797,0.505823,0.595828,0.393596,0.420751,0.371753,0.567079,0.687668,0.49954,0.505943
KPNRTBM1,0.600318,0.264365,0.808959,0.817569,0.849274,0.00562356,261.653,0.104271,0.392009,1.16369,0.402691,0.783483,0.625838,1e-06,0.422123,0.148878,0.570891,0.859869,0.404477,0.23553
KPNSI9S,0.568335,0.663641,0.788465,0.864061,0.732688,0.00591297,0.557256,0.116685,0.465848,1.15109,0.378669,0.823803,0.532915,0.398867,0.419968,0.374886,0.571294,0.586086,0.45165,0.356404
KPNYN,0.632352,0.0565032,0.856207,0.904339,0.840376,0.0422576,0.747511,0.133629,0.387184,1.03179,0.228746,0.761183,0.617298,0.00536537,0.418448,0.173579,0.573419,0.766637,0.361738,0.195785
KS1,0.501621,0.63114,1e-06,0.522445,0.593882,0.589187,0.98662,0.0821235,0.38756,0.957165,0.333936,0.213726,0.670519,1.06249,0.395829,0.395761,0.517883,0.539623,0.444993,0.418658
KU1919,0.505791,0.561551,0.533048,0.518575,0.518901,0.561064,0.776487,0.172077,0.386373,1.05317,0.418658,0.442811,0.617604,0.0831325,0.417888,0.500891,0.57531,0.499304,0.494156,0.48494
KU812,0.51871,0.345914,0.571723,0.571723,0.541921,0.00569997,0.794128,0.129196,0.386668,1.05467,0.418493,0.794128,0.630051,0.00569997,0.419006,0.320152,0.574084,0.709908,0.481524,0.448501
KURAMOCHI,0.526287,0.375096,0.540062,0.532276,0.611229,0.116373,1.23482,0.141365,0.486017,1.32769,0.447567,0.62193,0.514093,0.00590871,0.428039,0.20837,0.5645,0.784437,0.473922,0.431409
KYM1,0.545616,0.485133,0.743336,0.751438,0.650336,0.0169242,0.385431,0.114299,0.39608,1.09847,0.381565,0.793738,0.60927,0.632578,0.431,0.3749,0.56411,0.614111,0.457185,0.391039
KYO1,0.58741,0.454929,1.01289,0.95481,0.803345,0.0170266,0.651751,0.116392,0.394287,1.06225,0.358504,0.798538,0.610996,0.306683,0.418218,0.276665,0.57513,0.702982,0.421989,0.291416
KYSE140,0.485438,0.420563,0.442391,0.439333,0.454828,0.864354,0.776204,0.163868,0.397186,0.955606,0.40504,0.243927,0.614254,0.0554015,0.253213,0.40771,0.682035,0.591589,0.513918,0.524736
KYSE150,0.498954,0.527961,0.47763,0.478366,0.513844,0.600855,254.627,0.11222,0.378654,1.38354,0.385977,0.417493,0.612014,1e-06,0.420865,0.411904,0.571944,0.569618,0.502317,0.505321
KYSE180,0.526106,0.51824,0.611072,0.625318,0.569769,0.663257,0.777777,0.206684,0.393174,0.934828,0.352828,0.360434,0.615819,0.0685699,0.255154,0.49779,0.68368,0.51179,0.474495,0.462865
KYSE270,0.538655,0.50983,0.613411,0.633289,0.591569,0.491204,1.26916,0.113553,0.230081,1.20378,0.283222,0.542589,0.751927,0.0893355,0.215496,0.478634,0.712427,0.498417,0.466022,0.441518
KYSE30,0.534805,0.4887,0.675928,0.672817,0.615383,0.728214,0.774077,0.121757,0.402785,1.39288,0.363023,0.320031,0.610289,0.0272434,0.418042,0.33622,0.575905,0.642981,0.466677,0.418144
KYSE410,0.546797,0.635553,0.739728,0.675148,0.688026,0.506624,0.801926,0.1912,0.374677,0.96941,0.381315,0.492741,0.612967,0.0670842,0.31607,0.497576,0.654129,0.497919,0.456047,0.413294
