LINE,ks_PLAUR,ka_JUND,ka_FOXP2,ka_TFAP2C,ka_FOSL1,ks_TFAP2C,kd_PLAUR,kr_MIR335,kr_MIR16-2,ks_FOXP2,kd_JUND,kd_MIR335,kd_TFAP2C,kd_MIR16-2,kd_FOSL1,kd_FOXP2,ks_MIR335,ks_JUND,ks_FOSL1,ks_MIR16-2,MIR335,JUND,FOXP2,TFAP2C,FOSL1,PLAUR
RERFLCAD2,0.576973,0.491433,1.15786,0.86629,0.666792,0.487253,0.426497,0.297259,0.34552,0.0237045,0.186057,0.262637,0.504198,0.574622,0.605067,0.829725,0.806048,0.962614,0.392908,0.423881,6.13812,3.66334,0.0285692,2.89918,7.27361,2.95067
RERFLCAI,0.533947,0.526218,0.736501,0.7281,0.592197,0.461829,0.466585,0.340108,0.440033,0.389144,0.139242,0.38624,0.534886,0.688344,0.558129,0.583677,0.621552,1.1681,0.434955,0.34821,6.43696,5.26078,1.33342,1.72683,8.81006,3.03519
RERFLCKJ,0.596193,0.303228,0.824116,0.89753,0.88817,0.671049,0.416684,0.338259,0.253874,0.485351,0.0876793,0.496939,0.352788,0.581578,0.683028,0.508409,0.505493,1.41565,0.12373,0.448347,6.10329,5.26866,2.86394,3.80426,0.941106,3.08366
RERFLCMS,0.543714,0.538859,0.746719,0.726323,0.645915,0.6597,0.45849,0.373387,0.397638,0.389595,0.115289,0.400688,0.363128,0.57722,0.611118,0.579398,0.607479,1.17249,0.38599,0.421803,6.06437,6.23093,1.34483,3.63343,5.50462,2.923
RERFLCSQ1,0.51721,0.515492,0.660155,0.563555,0.553742,0.54849,0.483377,0.330855,0.472226,0.0099868,0.154228,0.254078,0.454771,0.740398,0.541097,0.695688,0.778211,1.15426,0.511151,0.368259,6.12577,4.94533,0.0143553,3.61824,6.7057,2.98428
RH18,0.498306,0.529945,0.500734,0.475387,0.519962,0.328687,0.500853,0.416459,0.503676,0.0414491,0.104262,0.500473,0.653849,0.584359,0.468336,0.657805,0.503792,1.06452,0.338433,0.427713,6.0398,5.8089,0.189034,2.01078,5.89433,2.92775
RH30,0.531017,0.514664,0.699142,0.599289,0.611826,0.0113302,0.469467,0.395144,0.426561,0.613098,0.166229,0.40831,0.800951,0.578356,0.57474,0.399361,0.597765,1.08938,0.423726,0.423356,5.85599,5.93263,3.07039,0.0565835,5.97659,2.928
RH41,0.550829,0.482969,0.707035,0.604702,0.765916,0.00951856,0.450843,0.383671,0.356844,0.611602,0.0816109,0.49195,0.892833,0.575535,0.962483,0.405074,0.498284,1.45045,0.240945,0.439429,6.07724,5.3345,3.0197,0.0426443,0.895303,3.05405
RI1,0.392203,1e-06,0.041893,0.049733,0.0573724,0.0264659,0.605598,0.976654,0.697768,0.456206,0.0704987,0.470345,0.751988,0.782405,0.752838,0.572089,0.525623,1.63904,0.294511,0.381112,6.70515,6.15987,2.39232,0.0703893,0.782409,2.92262
RKN,0.621946,0.72175,1.00814,0.749407,0.925659,0.491588,0.393236,0.287644,0.242872,0.0885718,0.171596,0.372462,0.512779,0.583823,0.478629,0.741848,0.607108,1.11131,0.506659,0.438572,6.51995,4.50462,0.238787,4.79338,9.00034,3.00483
RKO,0.5657,0.731115,0.661672,0.658196,0.852357,0.0361781,0.431774,0.373328,0.302651,1e-06,0.180028,0.522868,0.789319,0.612429,0.455993,278.189,0.525742,0.955255,0.456493,0.449435,6.03298,3.26303,1.0784e-08,0.137504,6.77873,2.93543
RL,0.315389,1e-06,0.158901,1e-06,1e-06,0.0057353,0.659799,0.87149,0.912282,0.0038254,0.088842,0.462508,0.79905,0.567839,1.10049,0.79944,0.536875,1.49458,0.202144,0.427435,6.96474,4.75916,0.0143553,0.0143553,0.367371,3.01096
RL952,0.459392,0.468994,0.219613,0.474051,0.273252,0.896652,0.549717,0.372818,0.66096,0.0307768,0.0740682,0.471765,0.301325,0.420981,0.882711,0.874474,0.803308,0.768807,0.443333,0.316091,6.81109,5.86542,0.0703893,5.9514,3.76765,3.00337
RMGI,0.501876,0.48376,0.468099,0.495784,0.51459,0.0118496,0.498139,0.419767,0.498834,0.0750233,0.134517,0.33669,0.83361,0.573091,0.548501,0.768596,0.575142,1.22364,0.490891,0.431389,6.83289,4.70321,0.0976108,0.0426443,5.86245,3.01096
RMUGS,0.498134,0.456842,0.703127,0.495831,0.504232,0.79353,0.501349,0.413304,0.494333,0.137629,0.0682468,0.266305,0.268136,0.564013,0.614811,0.68257,0.78195,1.12392,0.395107,0.412523,5.87258,4.80529,0.201634,5.91886,4.10685,2.92562
RPMI7951,0.500723,0.670858,0.22761,0.519049,0.585425,0.636619,0.500202,0.3805,0.565009,0.0208413,0.0951803,0.388739,0.304486,0.349795,0.609052,2.90363,0.601076,0.935921,0.462159,0.258317,6.18488,5.86468,0.0143553,6.2724,7.48856,2.95393
RPMI8226,0.569768,0.109441,0.619672,0.55591,0.611076,0.556558,0.432977,0.250721,0.393838,0.506311,0.168098,0.475897,0.447857,0.727154,0.683283,0.493602,0.524864,1.16307,0.312548,0.27597,6.61736,5.20398,3.07724,2.48543,2.15381,3.03616
RPMI8402,0.599125,0.322909,0.901786,0.772357,0.823903,0.124183,0.39285,0.304463,0.320211,0.209712,0.122535,0.382812,0.751568,0.707028,0.839388,0.71701,0.634492,1.22695,0.0819443,0.356566,6.62979,6.63445,0.584963,0.495695,0.613532,3.0259
RS411,0.663561,0.463125,0.885601,1.11153,1.07701,0.150032,0.368342,0.358487,0.0969302,1e-06,0.152949,0.49376,0.816788,0.575905,0.826845,322.479,0.502588,1.15476,0.124763,0.416076,6.10727,4.73444,9.30294e-09,0.367371,0.963474,2.88989
RT112,0.55643,0.463209,0.832816,0.682024,0.719568,0.534715,0.447614,0.351631,0.395577,0.0381022,0.133057,0.374367,0.467541,0.688998,0.645115,0.780697,0.634397,1.18249,0.350641,0.335324,6.77834,5.25323,0.0976108,4.57471,3.73227,2.92011
RT4,0.453676,0.259008,0.349576,0.265494,0.341769,0.628855,0.545575,0.524411,0.602724,0.0735796,0.0695438,0.411168,0.390929,0.557487,0.571719,0.729834,0.619574,0.734335,0.404655,0.435538,6.02746,5.07553,0.201634,3.21723,3.2765,3.12501
RVH421,0.507133,0.622415,0.532456,0.513365,0.554572,0.593802,0.492662,0.428462,0.47887,0.00367775,0.144584,0.486921,0.411532,0.559285,0.485693,0.768585,0.516706,1.20937,0.508086,0.430245,6.36702,4.48736,0.0143553,5.77162,7.93575,3.07711
S117,0.524475,0.864182,0.153843,0.338153,0.778859,0.476621,0.450569,0.292966,0.416894,0.143624,0.11015,0.335776,0.398583,0.340004,0.593927,1.90787,0.520606,0.851421,0.422699,0.247415,6.20183,5.488,0.15056,3.58736,8.17408,2.91073
SBC5,0.64743,0.610074,0.840162,0.928272,0.814209,0.266139,0.377883,0.276473,0.232372,0.05119,0.112581,0.484913,0.680306,0.562814,0.486711,0.812395,0.51449,1.38464,0.468434,0.431351,6.36597,4.45615,0.189034,0.782409,3.57894,3.06567
SCABER,0.561379,0.407784,0.878222,0.7646,0.647975,0.50698,0.442575,0.37076,0.393539,0.0173048,0.169927,0.387225,0.493433,0.697255,0.620118,0.811588,0.617194,1.15414,0.43036,0.338932,6.37556,4.03826,0.0426443,3.08236,7.34731,2.91657
SCC15,0.57849,0.270501,2.0499,0.886544,0.693247,0.498073,0.416002,0.36416,0.283415,1e-06,0.164857,0.237884,0.438004,0.267908,0.89022,133.267,0.410516,1.36252,0.586859,0.137944,6.9028,4.70432,1.50074e-08,3.41143,7.49057,3.08936
SCC25,0.544661,0.554308,0.578165,0.664227,0.618638,0.552641,0.452096,0.276403,0.425428,0.0446728,0.186003,0.252605,0.441522,0.688384,0.558615,0.804689,0.771259,0.807692,0.4308,0.338088,6.10643,3.23113,0.111031,2.50335,6.4573,2.9468
SCC4,0.564855,0.480132,1.10015,0.766752,0.662165,0.48697,0.43615,0.268042,0.402224,0.0335348,0.161562,0.248858,0.514047,0.734455,0.567493,0.786384,0.805264,0.969398,0.430376,0.350191,6.47168,4.38819,0.0426443,2.84197,7.06867,2.86082
SCC9,0.553251,0.544311,0.731457,0.676615,0.717918,0.517152,0.447839,0.314149,0.393891,0.110734,0.101571,0.36967,0.478798,0.731559,0.504874,0.713629,0.601332,1.22973,0.405244,0.361094,6.50668,3.97728,0.31034,3.24031,5.08066,2.96157
SEM,0.621802,0.473714,0.96111,0.928031,0.889666,0.0402798,0.39019,0.332209,0.205299,0.350996,0.142697,0.388462,0.825315,0.575497,0.865566,0.631838,0.618456,1.27832,0.164651,0.425511,6.36824,5.75061,1.11103,0.0976108,1.41684,2.95752
SF126,0.558435,0.601273,0.797715,0.743397,0.705079,0.520872,0.444516,0.361069,0.364567,0.0376725,0.124908,0.398466,0.479548,0.550608,0.611099,0.896278,0.597721,1.13993,0.406837,0.405449,6.00023,5.76421,0.0840643,3.25852,5.94626,2.94547
SF295,0.555664,0.637732,0.636675,0.712127,0.739006,0.603477,0.444097,0.359632,0.335474,0.00371721,0.12032,0.488659,0.385291,0.607508,0.479134,0.77683,0.544797,1.09725,0.408166,0.449325,6.6893,5.35544,0.0143553,3.13258,7.5227,2.95848
SH10TC,0.574671,0.702414,0.836114,0.743059,0.746368,0.255295,0.429328,0.357108,0.325255,0.00592182,0.137064,0.358587,0.669453,0.549749,0.513489,0.825037,0.651846,1.16856,0.459493,0.410845,7.27128,4.74093,0.0143553,1.14405,7.74953,2.98933
SH4,0.52187,0.574485,0.578622,0.504821,0.594975,0.657657,0.475753,0.387567,0.427796,0.00840587,0.120571,0.591312,0.34528,0.763415,0.569948,0.788463,0.440852,1.24844,0.464276,0.371478,5.9644,6.25342,0.0426443,3.80941,7.48204,2.9196
SHP77,0.565417,0.338996,0.858026,0.698874,0.721103,0.0148916,0.433192,0.364168,0.344833,0.631785,0.133094,0.405034,0.789539,0.578819,0.83344,0.386174,0.605621,1.19325,0.0982991,0.426328,5.98094,5.64212,3.27202,0.0565835,0.687061,2.9462
SIGM5,0.600743,0.55434,0.976792,1.00012,0.835018,0.429829,0.41118,0.330073,0.274649,0.190384,0.143029,0.399681,0.550811,0.571175,0.71072,0.784398,0.601401,1.21271,0.305716,0.421545,6.01881,5.67779,0.485427,1.56071,3.56803,2.95212
SIMA,0.612658,0.348966,0.855036,0.857782,0.824811,0.0330852,0.395289,0.389564,0.236026,0.022366,0.090786,0.396863,0.787141,0.575335,0.848868,0.79055,0.61493,1.07156,0.162245,0.42093,6.1979,6.91361,0.0565835,0.0840643,1.30451,2.9265
SJSA1,0.568446,0.424999,0.934376,0.980218,0.649723,0.30898,0.435206,0.364194,0.332553,0.0169025,0.154967,0.378813,0.656631,0.572382,0.608384,0.792718,0.636716,1.04137,0.393489,0.422607,6.72329,3.89724,0.0426443,0.941106,6.87221,2.95333
SKBR3,0.545883,0.107061,0.594421,0.612711,0.603024,0.502058,0.455991,0.434234,0.358132,0.0136259,0.12028,0.638088,0.49791,0.651078,0.79298,0.767172,0.371101,1.28366,0.133111,0.324554,6.979,5.29572,0.124328,7.05832,0.526069,2.99093
SKCO1,0.546343,0.680819,0.398578,0.423853,0.73499,0.388336,0.434111,0.367375,0.229517,0.0478374,0.0811197,0.483773,1.2901,0.180477,0.956262,2.03883,0.378154,0.650106,0.435461,0.132583,6.25342,4.86096,0.0703893,0.903038,5.88728,2.9385
SKES1,0.596773,0.419171,0.7724,0.866576,0.862381,0.126281,0.40209,0.311553,0.202054,0.481486,0.138552,0.506368,0.784528,0.578929,0.755333,0.508981,0.529734,1.0852,0.113811,0.417593,6.27687,5.30012,2.83794,0.321928,0.970854,2.88528
SKHEP1,0.551005,0.67807,0.673321,0.684024,0.651992,0.315824,0.449348,0.380048,0.305402,0.0212731,0.167672,0.39601,0.650611,0.391163,0.459095,0.751918,0.609702,1.21719,0.545331,0.586103,6.15846,4.34625,0.0565835,0.970854,9.37695,2.99672
SKLMS1,0.541315,0.614849,0.701381,0.701677,0.656372,0.27245,0.459758,0.363761,0.407825,0.291425,0.163403,0.468012,0.680199,0.785333,0.519554,0.661364,0.52948,1.1547,0.46637,0.3902,6.78803,6.11082,1.32193,1.20163,8.54052,2.98116
SKM1,0.624034,0.381588,1.08649,1.08224,0.864949,0.185753,0.39397,0.283156,0.258445,0.610068,0.133155,0.403321,0.719953,0.56852,0.648834,0.397166,0.604822,0.991395,0.359993,0.426278,5.99842,5.51822,3.07211,0.516015,3.44626,2.99921
SKMEL1,0.51442,0.54452,0.549525,0.54067,0.571539,0.58908,0.484734,0.418092,0.456389,0.493487,0.142943,0.48755,0.40279,0.578343,0.541891,0.500785,0.519736,1.21764,0.441719,0.426643,6.39609,4.63691,1.97085,4.3875,5.74658,2.9508
SKMEL2,0.560326,0.808999,0.853073,0.738037,0.76269,0.455714,0.443784,0.386585,0.360843,1e-06,0.202282,0.390396,0.538029,0.580142,0.354443,153.495,0.587799,0.926636,0.668796,0.417892,6.02259,2.75275,1.30297e-08,2.54102,6.08895,2.88131
SKMEL24,0.542481,0.535365,0.614133,0.650701,0.6841,0.721027,0.457301,0.368378,0.372009,0.211048,0.112243,0.499063,0.254604,0.587049,0.454827,0.707184,0.597404,1.09251,0.497032,0.455928,7.18229,5.33949,0.895303,5.66391,8.43325,3.10658
SKMEL28,0.495119,0.778807,0.387311,0.429141,0.758895,0.530904,0.497046,0.395931,0.559924,0.0190873,0.142087,0.435521,0.453297,0.498116,0.44302,2.00433,0.471049,0.75915,0.5882,0.247408,6.48945,4.49057,0.0285692,4.68482,5.97108,2.98012
SKMEL3,0.428326,0.323723,0.462399,0.0611346,0.461157,0.333276,0.516018,0.464468,0.404647,0.0855913,0.121579,0.456433,0.91344,0.561677,0.455161,0.790756,0.355402,1.13751,0.540588,0.412606,6.2292,4.80632,0.432959,1.45943,6.07125,2.93838
SKMEL30,0.496717,0.550245,0.580543,0.459695,0.515225,0.663878,0.501476,0.305766,0.499173,0.0056107,0.156859,0.399554,0.344069,0.71719,0.454908,0.78169,0.60647,1.09221,0.48319,0.3605,6.07146,4.87529,0.0143553,3.85898,7.82311,3.01594
SKMEL31,0.551923,0.698235,0.630014,0.683586,0.718765,0.789705,0.449777,0.398143,0.320796,0.0116702,0.140875,0.57226,0.29335,0.574087,0.506685,0.824986,0.439426,1.06989,0.477126,0.429655,6.14303,4.40803,0.0565835,5.38405,7.6799,2.99366
SKMEL5,0.449782,0.594785,0.444909,0.512092,0.274633,0.397312,0.544163,0.485196,0.631914,0.106969,0.0333418,0.49662,0.583526,0.584445,0.554214,0.801187,0.475355,0.563579,0.665991,0.435716,5.74308,4.46401,0.400538,2.04264,4.39232,2.98208
SKMES1,0.536058,0.613531,0.667482,0.672015,0.615815,0.522348,0.465287,0.363788,0.414637,0.0791402,0.139535,0.382903,0.482157,0.566286,0.494861,0.739197,0.638249,1.26361,0.469843,0.441183,6.66747,5.28725,0.214125,2.16672,8.0587,3.11633
SKMM2,0.456711,1e-06,0.275432,0.307599,0.349682,0.0226743,0.541924,0.445901,0.597929,0.619684,0.11168,0.359369,0.801445,0.564928,1.21351,0.394195,0.609875,1.29153,0.300764,0.426056,6.78829,5.74362,3.14405,0.0565835,0.495695,3.01671
SKNAS,0.549082,0.57004,0.759899,0.757885,0.654602,0.560388,0.454091,0.381856,0.381883,1e-06,0.1229,0.375499,0.445457,0.574594,0.545952,222.888,0.623039,1.0424,0.444948,0.42353,6.63691,4.79961,8.97313e-09,2.51602,6.08958,2.94838
SKNBE2,0.603168,0.356211,0.833591,0.820366,0.789619,0.0275699,0.393051,0.330424,0.249993,0.0773648,0.123355,0.387768,0.783354,0.581966,0.910826,0.767379,0.629969,1.11927,0.0677283,0.434438,6.49841,5.76607,0.201634,0.0703893,0.454176,2.986
SKNDZ,0.613721,0.410424,0.953952,0.794362,0.86379,0.0184514,0.37288,0.325634,0.216831,0.114269,0.145625,0.410419,0.786401,0.567838,0.892371,0.765217,0.599027,1.11647,0.0697867,0.432117,5.8382,5.2854,0.298658,0.0703893,0.495695,3.04394
SKNFI,0.603095,0.400502,0.856418,0.861345,0.810625,0.0383601,0.388965,0.320197,0.251169,1e-06,0.114166,0.377587,0.785981,0.563201,0.883406,227.539,0.640866,1.2919,0.0934259,0.439359,6.78908,7.13083,8.78971e-09,0.0976108,0.815575,3.12044
SKNMC,0.591603,0.388887,0.963532,0.936211,0.810333,0.0305967,0.414903,0.316205,0.328866,0.674054,0.136769,0.388245,0.869358,0.646396,0.845708,0.34413,0.62286,1.26824,0.128643,0.317087,6.41718,6.12247,3.91743,0.0703893,1.02857,2.94328
SKNSH,0.607951,0.681977,0.648166,0.706948,0.76137,0.0340933,0.440276,0.351137,0.322087,1e-06,0.125024,0.488505,0.811124,0.570355,0.617094,236.028,0.506018,1.16062,0.409162,0.423047,6.2151,5.83415,1.27104e-08,0.0840643,6.60229,2.9669
SKOV3,0.514759,0.483588,0.775757,0.671006,0.579862,0.0891908,0.470515,0.310464,0.445328,0.405011,0.131187,0.265423,0.747033,0.57252,0.525119,0.464545,0.83978,1.28104,0.38892,0.432833,6.32787,6.58782,0.871844,0.238787,6.20026,3.02405
SKUT1,0.532357,0.566001,0.660885,0.66386,0.606522,0.419543,0.468986,0.386793,0.422786,0.69285,0.107622,0.338631,0.551649,0.569598,0.52919,0.323186,0.660126,1.13041,0.462402,0.424549,7.7976,5.23074,4.28762,1.52105,6.92148,2.98139
SNGM,0.516651,0.49244,0.665842,0.614046,0.571766,0.647482,0.476337,0.372372,0.434187,0.0088949,0.127983,0.352583,0.411665,0.571049,0.526734,0.622692,0.654955,1.52996,0.436759,0.42819,7.43037,6.34713,0.0285692,3.14568,6.84172,2.99932
SNU1,0.536593,0.0971122,0.558777,0.497992,0.526964,0.00631829,0.491035,0.343677,0.482897,0.382382,0.145452,0.387398,0.663474,0.574929,0.667207,0.594278,0.605366,1.12881,0.256612,0.417241,6.25058,4.93026,1.28688,0.0285692,1.1375,2.9029
SNU1040,0.553373,0.453832,0.761269,0.690293,0.688987,0.508928,0.450083,0.379133,0.375226,0.0114222,0.106488,0.388544,0.486117,0.568057,0.673445,0.799617,0.621905,1.1646,0.340354,0.431982,6.40242,6.3818,0.0285692,3.14078,3.93829,3.04182
SNU1076,0.594322,0.464035,0.829163,0.750414,0.791953,0.617393,0.413038,0.294703,0.302156,0.103229,0.118716,0.389362,0.398056,0.571247,0.53167,0.78491,0.629448,1.24771,0.446324,0.423641,6.46646,3.61706,0.263034,4.65306,4.49697,2.96643
SNU1077,0.525719,0.379635,0.633384,0.604344,0.567504,0.347919,0.475076,0.443218,0.427622,0.107064,0.0993176,0.350405,0.592611,0.575855,0.6081,0.716964,0.577232,0.900596,0.306972,0.421166,6.58931,4.62585,0.298658,1.76129,4.17393,2.9255
SNU1079,0.519155,0.308924,1.17151,1.00534,0.385323,0.225587,0.49694,0.32335,0.406783,1e-06,0.179876,0.488495,1.06854,0.553754,0.36615,235.575,0.803132,1.68023,0.736826,0.398957,6.57637,5.97545,8.48986e-09,0.422233,5.7271,2.88184
SNU1105,0.582009,0.719043,0.662239,0.768953,0.783118,0.399076,0.423217,0.358229,0.274713,1e-06,0.134857,0.488687,0.556996,0.59113,0.531912,263.244,0.515668,1.18544,0.423146,0.438194,6.33128,5.37955,1.13963e-08,1.43296,7.74537,2.96513
SNU1196,0.485162,0.433066,0.493877,0.452445,0.458837,0.556039,0.514132,0.398856,0.528306,0.00556601,0.0784414,0.36442,0.462842,0.604834,0.596661,0.775464,0.684005,1.74037,0.517653,0.444234,7.50787,5.55428,0.0143553,3.60407,8.86332,2.93789
SNU1197,0.560318,0.709509,0.678954,0.688738,0.716901,0.398709,0.443747,0.359119,0.371667,0.0390998,0.146005,0.487984,0.59592,0.689681,0.507067,0.779088,0.519654,1.18051,0.461548,0.337955,6.38939,4.90833,0.15056,2.0072,8.16022,2.9401
SNU1214,0.489125,0.431584,0.412561,0.386319,0.471695,0.683028,0.509006,0.349222,0.510391,0.544383,0.138281,0.399579,0.345796,0.778893,0.543869,0.458286,0.60802,1.18444,0.452672,0.292838,6.08661,5.48091,2.37573,3.95047,5.60229,3.00774
SNU1272,0.545458,0.588274,0.703647,0.697562,0.646955,0.145535,0.456173,0.359527,0.3932,0.441406,0.152127,0.397533,0.672282,0.579743,0.5263,0.55869,0.633226,1.3629,0.421582,0.432645,6.37156,5.44493,1.58015,0.432959,6.73363,2.98508
SNU16,0.620131,0.351021,1.94934,2.46866,0.748323,0.0347025,0.406224,0.425413,0.211504,0.00883983,0.121036,0.445921,0.986017,0.363253,0.670989,0.928256,0.475765,1.43209,0.383898,0.27076,6.40156,6.35562,0.0285692,0.0703893,3.69711,2.98151
SNU175,0.583414,0.315307,0.891562,0.910557,0.75042,0.0649576,0.424942,0.436408,0.271293,0.455429,0.0834551,0.47292,0.794595,0.574757,0.762892,0.540339,0.526232,1.01074,0.243435,0.418843,6.67638,6.18923,2.52857,0.163499,1.88362,2.91492
SNU182,0.586243,0.539617,0.931887,0.806046,0.804834,0.433011,0.422707,0.340015,0.299578,0.191433,0.124322,0.381664,0.533931,0.577087,0.707577,0.714233,0.628224,1.28085,0.309695,0.416512,6.58406,6.36229,0.536053,2.43296,3.88069,2.887
SNU201,0.550796,0.516326,0.764411,0.760427,0.666078,0.63156,0.452552,0.375333,0.379401,0.0113166,0.118371,0.386494,0.38258,0.572922,0.611248,0.792228,0.619773,1.11854,0.388713,0.427158,6.4143,5.54628,0.0285692,3.30159,4.91409,2.98231
SNU213,0.626397,0.585046,1.02462,0.772145,0.828205,0.174598,0.38731,0.17347,0.277022,0.292363,0.111739,0.245319,0.743106,0.552375,0.638748,0.659059,0.797971,1.21995,0.397762,0.410312,6.50557,5.12928,0.443607,0.704872,7.47427,2.97126
SNU216,0.503816,0.525206,0.457083,0.562329,0.508339,0.368402,0.504387,0.438861,0.552543,0.0324892,0.0283382,0.433757,0.317561,0.512081,0.915031,1.15944,0.467113,0.362454,0.427263,0.251064,6.4614,6.66917,0.0840643,4.64039,6.30743,2.94169
SNU245,0.492176,0.435606,0.479865,0.437356,0.495855,0.607702,0.506112,0.438726,0.515818,0.15507,0.07009,0.483682,0.417011,0.562332,0.540472,0.73578,0.526694,1.4726,0.417539,0.431068,6.53356,5.43396,0.632268,2.91456,5.20242,3.06629
SNU283,0.551433,0.469639,0.75164,0.677379,0.671322,0.16296,0.450162,0.391911,0.379548,0.0114546,0.10619,0.372445,0.660785,0.521252,0.769346,0.801884,0.61615,1.15634,0.404043,0.395721,6.61736,6.0607,0.0285692,0.739848,4.04002,3.0367
SNU308,0.543261,0.621379,0.64452,0.655078,0.650744,0.306245,0.459204,0.380736,0.376449,1e-06,0.127023,0.435306,0.638767,0.575739,0.562831,274.978,0.550693,1.35202,0.456999,0.440781,7.59044,5.47249,1.09099e-08,1.43829,7.14608,3.06237
SNU324,0.569881,0.650686,0.671168,0.724858,0.819906,0.0794952,0.428037,0.317333,0.288533,0.363501,0.123601,0.480818,0.701918,0.615696,0.535951,0.623693,0.533244,1.16559,0.362942,0.456623,6.65421,6.06134,1.74846,0.226509,6.69613,2.96655
SNU349,0.529373,0.556842,0.623263,0.678246,0.602684,0.332206,0.471782,0.427272,0.41518,0.31747,0.161238,0.476513,0.580755,0.576456,0.571077,0.645665,0.523185,1.03815,0.425209,0.429927,6.58767,5.0635,1.47508,1.14405,5.6879,2.98324
SNU387,0.558274,0.796313,0.691025,0.6433,0.803239,0.0114474,0.441992,0.30181,0.385649,0.0111189,0.157255,0.401636,0.805316,0.847704,0.426554,0.778382,0.628847,1.14969,0.586378,0.412011,6.26285,5.05918,0.0285692,0.0426443,6.91289,2.91619
SNU398,0.611039,0.207963,0.976632,1.00777,0.839512,0.195723,0.3836,0.326361,0.230116,0.0827559,0.14991,0.387269,0.66918,0.556847,0.835835,0.772969,0.58931,0.886796,0.321968,0.431533,6.08683,5.94228,0.214125,0.584963,1.72247,3.09984
SNU407,0.574723,0.490866,0.867966,0.876718,0.755945,0.590001,0.432295,0.347714,0.327275,0.208653,0.12011,0.386065,0.414619,0.572193,0.741043,0.701888,0.625747,1.25162,0.288931,0.424966,6.48333,6.40412,0.594549,2.84599,3.23113,2.97079
SNU410,0.530712,0.730209,0.66961,0.659219,0.631473,0.415238,0.47026,0.417211,0.431508,0.0933611,0.173156,0.473935,0.537839,0.716904,0.461655,0.762399,0.527262,1.03241,0.522008,0.352486,6.67511,3.15056,0.367371,2.31615,7.4641,2.95007
SNU423,0.550688,0.63208,0.732929,0.667672,0.668252,0.428862,0.451231,0.35276,0.381571,0.0266531,0.13313,0.370364,0.514995,0.579471,0.521506,0.757304,0.646234,1.30599,0.464396,0.433438,6.97945,5.66704,0.0703893,2.49825,8.16048,2.99195
SNU449,0.539347,0.499206,0.643576,0.635258,0.626116,0.587682,0.469163,0.405843,0.424752,0.00553648,0.109572,0.363745,0.404204,0.556207,0.482092,0.771351,0.629088,1.27114,0.413924,0.440038,6.91791,6.0936,0.0143553,4.36177,6.94087,3.16456
SNU46,0.56737,0.542098,0.91594,0.744854,0.702198,0.560359,0.434045,0.218191,0.373914,0.0917273,0.197501,0.386061,0.441177,0.726064,0.539692,0.768277,0.632335,1.078,0.447904,0.366979,6.55167,6.73985,0.238787,3.81044,7.72438,3.03261
SNU466,0.539149,0.511604,0.622816,0.630496,0.665538,0.598595,0.449007,0.373158,0.369595,1e-06,0.115891,0.539107,0.359456,0.709908,0.589121,287.772,0.46073,1.21418,0.428114,0.353718,6.83693,5.90038,1.38999e-08,3.33056,5.84071,2.98956
SNU475,0.579574,0.619793,0.939048,0.806638,0.7752,0.157624,0.441806,0.352933,0.261571,0.349752,0.0804602,0.352092,0.61095,0.380006,0.604337,0.675442,0.626739,1.32465,0.478734,0.567937,7.12019,4.6865,1.03562,0.773996,6.18626,2.9891
SNU478,0.566767,0.344363,0.747256,0.878982,0.698207,0.523305,0.461452,0.405595,0.383691,0.270552,0.0792889,0.479998,0.520499,0.586063,0.597482,0.67546,0.518225,1.40808,0.365857,0.437412,6.47784,4.89579,1.20163,2.01078,4.93404,2.98543
SNU489,0.563935,0.635544,0.746533,0.758439,0.750028,0.371414,0.447708,0.36877,0.346864,0.0281334,0.100918,0.47029,0.57967,0.57129,0.583576,0.760148,0.525756,1.19101,0.357295,0.422912,6.70764,6.7952,0.111031,1.9222,6.5127,2.9611
SNU5,0.556301,0.6194,0.658685,0.933213,0.71026,0.0327112,0.447685,0.348118,0.397519,0.0629482,0.137275,0.385886,0.778242,0.718315,0.549494,0.778056,0.623799,1.25333,0.434608,0.353411,6.46614,5.61677,0.485427,0.0840643,7.08513,2.952
SNU503,0.487598,0.314498,0.384478,0.432416,0.456045,0.703636,0.511387,0.358388,0.524496,0.256729,0.137865,0.385248,0.338396,0.837659,0.601036,0.686018,0.632155,1.14804,0.406174,0.302083,6.56362,4.96809,0.748461,4.15866,3.46336,2.88502
SNU520,0.56231,0.340956,0.633248,0.718686,0.690605,0.0112439,0.45477,0.409522,0.386207,0.00282417,0.106232,0.554921,0.787133,0.660063,0.594927,0.786934,0.440515,1.15612,0.402391,0.334912,6.35067,6.04483,0.0143553,0.0285692,4.14078,3.04437
SNU601,0.502824,0.558677,1e-06,0.142204,0.590953,0.019894,0.449051,0.336992,0.449079,0.0144056,0.141298,0.393131,0.847884,0.577007,0.614785,1.00847,0.660622,1.17032,0.427853,0.289824,6.72165,5.07339,0.0285692,0.0703893,5.337,3.01373
SNU61,0.542896,0.467055,0.670089,0.663504,0.678429,0.5722,0.458679,0.375195,0.417828,0.00376893,0.218788,0.379908,0.432501,0.646898,0.5624,0.787639,0.636334,0.925874,0.425734,0.319216,6.69988,2.40871,0.0143553,3.96901,3.21723,2.96074
